Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Chris Duhon,24:59,1,4,.250,1,4,.250,0,0,,1,1,2,3,1,0,0,2,3,-19
Ish Smith,21:14,3,9,.333,0,0,,0,0,,0,2,2,2,1,1,2,1,6,-10
Von Wafer,20:15,2,5,.400,0,0,,3,4,.750,0,2,2,4,1,0,3,1,7,-7
Daniel Orton,19:42,1,3,.333,0,0,,0,2,.000,3,2,5,0,0,0,0,2,2,-16
Quentin Richardson,16:09,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,0,0,0,0,-10
DeAndre Liggins,3:21,0,1,.000,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0,-7
Justin Harper,3:21,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-7
Arron Afflalo,37:18,7,10,.700,0,2,.000,1,1,1.000,1,2,3,3,0,0,3,2,15,+19
Danilo Gallinari,34:54,6,12,.500,3,6,.500,2,2,1.000,2,5,7,2,0,1,3,3,17,+26
Ty Lawson,33:36,5,10,.500,1,2,.500,2,2,1.000,1,4,5,10,0,0,0,1,13,+23
Kenneth Faried,29:57,5,8,.625,0,0,,1,2,.500,1,9,10,0,0,0,2,3,11,+19
Kosta Koufos,15:27,4,5,.800,0,0,,0,0,,0,5,5,1,1,0,1,3,8,+14
Andre Miller,25:25,3,10,.300,0,0,,0,0,,1,0,1,11,0,0,3,2,6,-1
Corey Brewer,25:18,3,7,.429,1,4,.250,1,1,1.000,1,2,3,3,1,0,0,2,8,+14
JaVale McGee,23:54,8,11,.727,0,0,,1,3,.333,2,6,8,0,0,3,2,1,17,+7
Timofey Mozgov,9:13,1,2,.500,0,0,,0,0,,0,1,1,0,2,1,1,1,2,-2
Jordan Hamilton,2:29,2,3,.667,0,1,.000,0,0,,0,0,0,1,1,0,0,0,4,+8
Julyan Stone,2:29,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+8
Eric Gordon,37:58,4,13,.308,1,5,.200,8,12,.667,0,2,2,5,0,0,6,5,17,-6
Jason Smith,30:51,6,9,.667,0,0,,1,2,.500,1,7,8,2,1,3,0,3,13,-3
Al-Farouq Aminu,29:43,5,8,.625,1,1,1.000,3,6,.500,3,5,8,1,1,1,1,0,14,-8
Greivis Vásquez,26:55,6,9,.667,0,2,.000,0,1,.000,0,1,1,7,0,0,4,6,12,-16
Lance Thomas,24:35,4,5,.800,0,0,,2,2,1.000,2,4,6,2,0,0,0,3,10,+6
Gustavo Ayón,19:55,1,4,.250,0,0,,2,2,1.000,0,4,4,0,2,1,0,5,4,-20
Jerome Dyson,17:46,2,2,1.000,1,1,1.000,2,2,1.000,0,2,2,3,0,0,3,1,7,+8
Carl Landry,17:35,3,8,.375,0,0,,2,2,1.000,1,0,1,0,0,0,2,1,8,-4
Xavier Henry,16:38,2,4,.500,0,0,,4,4,1.000,1,3,4,1,1,0,2,3,8,+1
Marco Belinelli,15:00,1,8,.125,0,3,.000,1,1,1.000,0,0,0,0,1,0,1,3,3,-6
Darryl Watkins,3:04,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,1,2,+3
Chris Kaman,Not With Team,,,,,,,,,,,,,,,,,,,
Trevor Ariza,Not With Team,,,,,,,,,,,,,,,,,,,
Chris Paul,39:02,8,18,.444,0,4,.000,17,19,.895,0,4,4,13,8,0,2,3,33,+8
Blake Griffin,38:07,7,10,.700,0,0,,7,9,.778,6,9,15,2,1,0,1,3,21,+8
Randy Foye,36:10,8,16,.500,6,12,.500,2,2,1.000,2,0,2,2,0,0,1,3,24,+9
DeAndre Jordan,23:20,1,1,1.000,0,0,,0,0,,0,3,3,1,0,3,1,5,2,+3
Caron Butler,8:44,0,4,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,1,0,+11
Mo Williams,28:37,3,13,.231,0,5,.000,3,3,1.000,0,0,0,3,0,0,2,4,9,+7
Kenyon Martin,22:56,2,4,.500,0,0,,2,4,.500,1,6,7,0,2,1,2,4,6,-12
Bobby Simmons,18:45,2,8,.250,1,5,.200,1,2,.500,1,1,2,0,2,0,0,1,6,-13
Eric Bledsoe,12:54,2,3,.667,0,1,.000,1,2,.500,0,0,0,3,0,1,2,1,5,+5
Reggie Evans,11:25,0,0,,0,0,,1,2,.500,1,3,4,0,0,0,0,2,1,+19
Nick Young,Not With Team,,,,,,,,,,,,,,,,,,,
Greg Monroe,36:16,8,15,.533,0,0,,2,6,.333,7,5,12,0,1,1,5,2,18,+5
Brandon Knight,35:29,6,14,.429,3,5,.600,1,2,.500,1,3,4,4,0,0,4,3,16,+1
Jason Maxiell,29:45,4,9,.444,0,0,,2,4,.500,1,6,7,1,2,2,0,3,10,+8
Tayshaun Prince,29:30,5,11,.455,1,1,1.000,3,3,1.000,1,2,3,2,1,0,0,1,14,-2
Rodney Stuckey,20:24,0,2,.000,0,2,.000,0,0,,0,0,0,2,2,0,2,3,0,-5
Ben Gordon,27:36,2,8,.250,0,1,.000,3,4,.750,0,3,3,1,0,2,2,2,7,-1
Austin Daye,18:30,4,7,.571,1,2,.500,2,3,.667,0,4,4,1,1,1,1,5,11,-4
Charlie Villanueva,18:15,5,9,.556,3,5,.600,0,0,,1,2,3,0,1,0,1,5,13,-14
Vernon Macklin,13:35,3,6,.500,0,0,,0,0,,4,2,6,0,0,1,1,1,6,-11
Will Bynum,10:40,1,2,.500,0,0,,0,0,,0,0,0,5,0,2,2,1,2,-7
Paul George,33:44,6,15,.400,2,7,.286,13,15,.867,1,9,10,4,3,0,1,2,27,+20
David West,27:40,9,19,.474,0,0,,2,2,1.000,1,4,5,0,2,1,0,2,20,+6
Dahntay Jones,23:07,2,7,.286,1,4,.250,1,1,1.000,0,3,3,2,0,0,2,1,6,-2
Jeff Ayres,18:15,5,10,.500,0,0,,0,0,,3,4,7,1,0,2,0,2,10,+7
A.J. Price,17:06,1,3,.333,0,1,.000,0,0,,2,2,4,6,0,0,0,0,2,+9
Darren Collison,30:55,1,8,.125,0,2,.000,2,2,1.000,0,3,3,4,0,0,6,3,4,-3
Leandro Barbosa,29:20,4,11,.364,1,1,1.000,4,5,.800,4,5,9,2,4,0,1,4,13,0
Tyler Hansbrough,28:12,4,10,.400,0,0,,5,5,1.000,5,3,8,1,0,0,3,3,13,0
Lou Amundson,15:57,1,5,.200,0,0,,0,4,.000,5,0,5,0,1,1,0,2,2,-1
Lance Stephenson,9:54,1,2,.500,0,0,,0,2,.000,0,0,0,0,1,0,1,0,2,-6
Kyrylo Fesenko,5:52,1,2,.500,0,0,,2,2,1.000,1,1,2,1,2,0,0,1,4,0
George Hill,Did Not Dress,,,,,,,,,,,,,,,,,,,
Roy Hibbert,Did Not Dress,,,,,,,,,,,,,,,,,,,
Gerald Henderson,31:45,5,12,.417,0,0,,9,11,.818,3,2,5,1,1,0,4,1,19,-12
Bismack Biyombo,30:23,1,4,.250,0,0,,1,2,.500,0,3,3,0,0,2,0,1,3,-11
D.J. Augustin,29:39,4,13,.308,3,5,.600,4,5,.800,0,2,2,6,1,0,3,2,15,-9
Byron Mullens,27:58,3,7,.429,0,1,.000,3,3,1.000,3,5,8,1,0,1,2,2,9,+1
Derrick Brown,25:58,4,7,.571,0,0,,0,0,,3,4,7,0,1,0,3,2,8,-5
Jamario Moon,22:02,1,6,.167,0,4,.000,2,2,1.000,0,1,1,1,0,1,2,1,4,-23
D.J. White,20:20,4,8,.500,0,0,,0,0,,0,3,3,0,1,0,3,1,8,-19
DeSagana Diop,14:21,0,0,,0,0,,0,0,,1,1,2,1,0,0,1,1,0,-17
Kemba Walker,14:18,2,9,.222,0,4,.000,0,0,,0,2,2,1,1,0,0,0,4,-11
Reggie Williams,10:33,1,2,.500,1,1,1.000,0,0,,0,1,1,0,0,0,1,0,3,-12
Matt Carroll,5:42,0,1,.000,0,0,,0,0,,0,1,1,0,1,0,0,1,0,-4
Cory Higgins,4:03,0,3,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-8
Tyrus Thomas,2:58,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,3,2,0,-10
John Wall,29:48,7,13,.538,0,1,.000,2,4,.500,1,4,5,14,0,1,2,2,16,+7
Kevin Séraphin,26:46,6,11,.545,0,0,,0,0,,1,7,8,0,1,1,2,4,12,+7
Chris Singleton,23:56,3,7,.429,0,2,.000,1,2,.500,0,2,2,1,0,0,0,1,7,+1
Jan Veselý,23:52,8,8,1.000,0,0,,0,0,,3,3,6,1,4,0,1,4,16,+2
Jordan Crawford,20:06,1,8,.125,0,5,.000,0,0,,0,0,0,1,2,0,2,1,2,+6
Cartier Martin,24:21,4,9,.444,1,6,.167,0,0,,0,2,2,2,0,0,1,2,9,+23
Nenê Hilário,21:13,8,11,.727,0,0,,2,3,.667,0,6,6,1,0,3,4,3,18,+21
James Singleton,19:54,2,4,.500,0,1,.000,2,2,1.000,3,6,9,3,1,0,1,2,6,+18
Maurice Evans,19:09,2,5,.400,1,2,.500,0,0,,1,2,3,1,1,0,2,2,5,+22
Shelvin Mack,18:24,4,5,.800,0,0,,0,1,.000,0,2,2,4,2,0,2,3,8,+21
Morris Almond,8:28,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,0,0,2,+4
Brian Cook,4:03,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,1,0,+8
Trevor Booker,Did Not Dress,,,,,,,,,,,,,,,,,,,
Andre Iguodala,41:08,5,12,.417,2,5,.400,2,2,1.000,1,6,7,9,1,0,2,1,14,+19
Jrue Holiday,34:47,5,13,.385,0,2,.000,5,6,.833,0,4,4,4,2,2,1,1,15,+4
Elton Brand,29:06,7,13,.538,0,0,,1,1,1.000,4,2,6,1,1,4,1,3,15,+11
Jodie Meeks,20:39,1,3,.333,1,2,.500,2,2,1.000,0,0,0,0,0,0,1,3,5,+11
Nikola Vučević,2:20,0,0,,0,0,,0,0,,0,0,0,1,0,1,0,1,0,-3
Lou Williams,28:43,4,11,.364,2,5,.400,1,2,.500,0,2,2,1,1,0,0,1,11,+14
Thaddeus Young,25:22,7,8,.875,0,0,,1,1,1.000,1,3,4,1,0,0,0,1,15,+9
Evan Turner,19:55,6,8,.750,0,0,,1,2,.500,0,5,5,4,1,1,2,1,13,+10
Lavoy Allen,19:44,4,5,.800,0,0,,1,1,1.000,0,4,4,1,0,0,0,3,9,+5
Spencer Hawes,17:15,4,7,.571,0,0,,0,0,,1,0,1,3,0,0,0,1,8,+9
Craig Brackins,1:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
Gerald Wallace,38:53,5,15,.333,1,4,.250,0,0,,0,6,6,4,0,1,3,1,11,-7
MarShon Brooks,34:02,6,14,.429,1,3,.333,5,5,1.000,0,2,2,4,2,0,1,3,18,-8
Kris Humphries,30:36,3,7,.429,0,0,,10,12,.833,5,7,12,1,0,0,2,2,16,-11
Jordan Williams,24:18,2,4,.500,0,0,,4,4,1.000,1,3,4,0,0,0,1,1,8,-10
Sundiata Gaines,11:41,1,2,.500,0,1,.000,0,0,,0,1,1,1,0,0,1,1,2,-12
Gerald Green,27:45,3,6,.500,2,4,.500,0,0,,0,5,5,1,1,0,2,3,8,-10
Armon Johnson,22:34,5,10,.500,0,0,,0,0,,0,2,2,2,0,0,1,0,10,-9
Johan Petro,20:10,5,8,.625,0,0,,0,0,,0,1,1,0,0,1,0,3,10,-9
Anthony Morrow,15:57,1,5,.200,0,1,.000,2,2,1.000,1,0,1,0,0,0,1,1,4,-14
DeShawn Stevenson,14:06,0,1,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,1,0,0
Shelden Williams,Did Not Dress,,,,,,,,,,,,,,,,,,,
Deron Williams,Did Not Dress,,,,,,,,,,,,,,,,,,,
Jordan Farmar,Did Not Dress,,,,,,,,,,,,,,,,,,,
Antawn Jamison,32:52,6,14,.429,3,6,.500,2,2,1.000,4,5,9,3,0,0,0,2,17,+6
Tristan Thompson,29:33,3,10,.300,0,0,,6,10,.600,4,5,9,0,0,4,1,6,12,-4
Kyrie Irving,29:28,10,16,.625,2,6,.333,3,5,.600,0,2,2,4,3,0,3,2,25,+3
Anthony Parker,22:38,1,4,.250,1,3,.333,2,2,1.000,1,2,3,3,1,0,2,1,5,+3
Alonzo Gee,22:05,3,7,.429,2,3,.667,0,0,,1,1,2,2,0,0,3,1,8,0
Omri Casspi,25:56,2,6,.333,1,2,.500,0,0,,0,4,4,0,1,1,3,3,5,-8
Manny Harris,25:22,5,9,.556,1,1,1.000,0,0,,2,1,3,2,3,0,1,1,11,-11
Donald Sloan,18:46,3,6,.500,0,1,.000,3,3,1.000,0,0,0,2,0,0,2,0,9,-9
Samardo Samuels,18:27,3,4,.750,0,0,,0,0,,0,1,1,2,0,0,1,3,6,-4
Luke Walton,14:54,1,4,.250,1,2,.500,0,0,,1,2,3,1,0,0,1,2,3,-16
Anderson Varejão,Did Not Dress,,,,,,,,,,,,,,,,,,,
Rudy Gay,34:07,4,10,.400,0,2,.000,7,8,.875,2,4,6,4,0,2,2,2,15,-1
Tony Allen,30:53,6,9,.667,0,0,,1,2,.500,4,4,8,1,8,1,1,2,13,+9
Marreese Speights,30:47,6,9,.667,0,0,,5,8,.625,4,6,10,0,1,1,2,2,17,+3
Marc Gasol,24:12,5,13,.385,0,0,,7,8,.875,2,2,4,2,1,3,1,0,17,+3
Mike Conley,23:37,4,8,.500,2,3,.667,2,2,1.000,0,3,3,3,1,0,1,5,12,+6
O.J. Mayo,25:39,6,14,.429,2,5,.400,0,0,,0,2,2,5,1,0,1,1,14,+6
Dante Cunningham,21:47,2,4,.500,0,0,,3,3,1.000,3,1,4,0,2,1,1,1,7,+22
Zach Randolph,19:14,1,5,.200,0,0,,1,2,.500,2,3,5,1,0,0,3,3,3,-12
Lester Hudson,12:14,3,6,.500,1,3,.333,2,3,.667,0,0,0,1,0,0,0,0,9,+7
Josh Selby,11:35,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,0,2,2,-3
Quincy Pondexter,5:55,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,0
Alan Anderson,42:03,3,13,.231,0,3,.000,5,5,1.000,0,0,0,3,2,0,4,4,11,-4
James Johnson,41:20,10,21,.476,0,2,.000,2,2,1.000,3,10,13,4,1,2,3,3,22,+1
Ben Uzoh,39:12,2,6,.333,0,0,,4,4,1.000,0,4,4,5,1,1,1,4,8,0
Amir Johnson,15:53,3,4,.750,0,0,,1,2,.500,2,2,4,2,0,0,2,3,7,+10
DeMar DeRozan,15:23,2,5,.400,0,0,,0,0,,0,3,3,2,0,0,2,1,4,+2
Linas Kleiza,28:35,6,13,.462,2,6,.333,1,2,.500,2,7,9,2,0,0,5,5,15,-16
Gary Forbes,25:27,6,9,.667,2,3,.667,1,2,.500,1,2,3,5,0,0,2,0,15,-7
Ed Davis,25:27,1,4,.250,0,0,,0,0,,1,10,11,1,1,0,2,5,2,-20
Aaron Gray,3:24,1,1,1.000,0,0,,0,1,.000,1,0,1,0,0,0,0,0,2,+1
Solomon Alabi,3:16,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+3
Monta Ellis,38:28,4,14,.286,1,2,.500,8,9,.889,0,6,6,5,4,0,4,2,17,0
Brandon Jennings,38:05,9,23,.391,3,6,.500,4,6,.667,0,1,1,5,3,0,2,3,25,+8
Ersan İlyasova,36:00,6,10,.600,2,4,.500,5,8,.625,4,11,15,2,0,1,1,1,19,+3
Shaun Livingston,20:58,1,3,.333,0,0,,0,0,,1,2,3,0,0,2,1,2,2,-17
Drew Gooden,12:41,1,7,.143,0,1,.000,0,0,,2,1,3,0,0,0,1,0,2,-17
Ekpe Udoh,29:29,4,7,.571,0,0,,3,4,.750,2,3,5,0,1,3,0,4,11,+23
Mike Dunleavy,27:02,3,8,.375,0,3,.000,4,5,.800,1,6,7,1,1,1,1,4,10,+23
Beno Udrih,19:27,0,1,.000,0,0,,0,0,,1,1,2,3,0,0,1,1,0,+4
Tobias Harris,12:00,1,4,.250,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,0,4,+3
Jon Leuer,5:50,0,1,.000,0,0,,2,2,1.000,0,0,0,0,1,0,0,0,2,0
Larry Sanders,Player Suspended,,,,,,,,,,,,,,,,,,,
Carlos Delfino,Did Not Dress,,,,,,,,,,,,,,,,,,,
Wesley Matthews,45:02,9,24,.375,3,6,.500,3,3,1.000,3,3,6,2,4,0,0,2,24,-31
Raymond Felton,33:43,5,16,.313,1,2,.500,2,2,1.000,1,2,3,7,2,0,4,2,13,-29
J.J. Hickson,32:05,5,15,.333,0,0,,4,6,.667,3,7,10,1,1,2,2,4,14,-22
Luke Babbitt,30:51,2,6,.333,1,2,.500,0,0,,1,3,4,1,1,0,1,4,5,-18
Hasheem Thabeet,10:15,2,2,1.000,0,0,,0,0,,2,0,2,0,0,2,1,3,4,-8
Nolan Smith,34:05,5,12,.417,0,3,.000,0,0,,2,4,6,5,1,0,2,0,10,-22
Kurt Thomas,20:02,2,5,.400,0,0,,0,0,,2,2,4,0,1,0,0,1,4,-24
Jonny Flynn,18:02,4,9,.444,1,3,.333,0,0,,0,1,1,3,0,1,3,1,9,-8
Craig Smith,15:55,3,7,.429,0,0,,0,0,,0,2,2,0,0,0,1,1,6,-13
Joel Przybilla,Not With Team,,,,,,,,,,,,,,,,,,,
LaMarcus Aldridge,Not With Team,,,,,,,,,,,,,,,,,,,
Tim Duncan,26:19,8,13,.615,0,0,,2,4,.500,0,8,8,2,1,4,1,1,18,+20
Boris Diaw,24:40,3,5,.600,0,0,,0,0,,2,5,7,6,0,1,1,1,6,+21
Tony Parker,22:23,6,11,.545,0,1,.000,1,2,.500,0,7,7,6,0,0,1,0,13,+25
Kawhi Leonard,19:19,1,4,.250,0,2,.000,0,0,,2,0,2,2,1,0,1,1,2,+17
Danny Green,14:40,6,6,1.000,4,4,1.000,2,2,1.000,0,2,2,1,0,1,2,1,18,+12
Stephen Jackson,22:50,6,10,.600,0,1,.000,0,0,,0,3,3,4,5,2,1,1,12,+13
James Anderson,21:15,4,7,.571,1,2,.500,2,2,1.000,1,4,5,0,0,0,3,1,11,+10
Gary Neal,19:45,3,8,.375,3,5,.600,3,3,1.000,0,1,1,1,0,0,1,1,12,+7
Matt Bonner,17:49,1,2,.500,1,1,1.000,0,0,,1,2,3,2,1,0,0,2,3,+13
Manu Ginóbili,17:19,2,5,.400,0,2,.000,2,2,1.000,1,1,2,3,2,0,1,0,6,+13
DeJuan Blair,12:38,3,4,.750,0,0,,0,0,,0,2,2,3,0,0,2,0,6,+12
Patty Mills,12:00,3,4,.750,3,4,.750,0,0,,0,2,2,3,1,0,0,0,9,+9
Tiago Splitter,9:03,2,2,1.000,0,0,,4,6,.667,1,2,3,1,0,0,2,0,8,+3
Chris Paul,37:43,10,20,.500,4,6,.667,10,11,.909,0,5,5,8,2,0,2,2,34,-1
Blake Griffin,37:37,17,23,.739,0,0,,2,4,.500,5,3,8,3,0,1,4,5,36,+13
DeAndre Jordan,32:25,2,3,.667,0,0,,0,2,.000,2,7,9,0,1,2,1,1,4,-17
Caron Butler,31:28,4,11,.364,1,5,.200,0,0,,0,7,7,0,0,0,2,1,9,+5
Randy Foye,19:51,0,3,.000,0,2,.000,0,0,,0,2,2,4,0,0,0,1,0,0
Mo Williams,28:09,3,8,.375,1,3,.333,0,0,,0,0,0,2,2,0,3,1,7,-7
Kenyon Martin,25:43,0,3,.000,0,0,,0,0,,1,2,3,0,3,1,0,1,0,-11
Nick Young,16:32,2,5,.400,1,2,.500,0,0,,0,0,0,0,1,0,1,1,5,-12
Eric Bledsoe,10:19,1,3,.333,0,0,,2,3,.667,1,0,1,1,0,0,1,1,4,-8
Trey Thompkins,0:14,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,+3
Josh Smith,31:35,8,17,.471,0,1,.000,2,3,.667,3,7,10,5,1,0,1,1,18,+8
Joe Johnson,29:59,10,17,.588,6,9,.667,2,3,.667,3,4,7,3,0,0,4,0,28,0
Jeff Teague,28:41,7,12,.583,1,2,.500,6,6,1.000,0,3,3,2,1,2,2,4,21,+2
Kirk Hinrich,20:10,3,5,.600,2,4,.500,0,0,,1,1,2,2,0,0,1,1,8,-2
Jason Collins,18:58,1,1,1.000,0,0,,0,0,,1,2,3,2,0,0,0,3,2,0
Marvin Williams,26:45,5,11,.455,1,3,.333,0,0,,2,2,4,3,1,0,2,1,11,+8
Ivan Johnson,24:57,2,5,.400,0,0,,2,2,1.000,2,5,7,0,0,2,3,3,6,+6
Tracy McGrady,20:15,2,5,.400,0,0,,0,0,,2,2,4,3,1,0,2,0,4,+3
Willie Green,19:22,4,6,.667,1,1,1.000,0,0,,0,0,0,1,2,0,0,0,9,+5
Jannero Pargo,19:19,1,7,.143,0,4,.000,0,0,,0,2,2,3,1,0,0,4,2,+5
Mario Chalmers,27:49,3,10,.300,0,1,.000,2,3,.667,0,3,3,5,1,0,3,3,8,+2
Dexter Pittman,25:50,6,10,.600,0,0,,0,0,,2,2,4,3,0,2,5,5,12,+4
Mike Miller,23:34,3,10,.300,2,8,.250,0,0,,0,1,1,1,2,1,5,1,8,+4
Udonis Haslem,23:28,3,4,.750,0,0,,0,1,.000,2,11,13,1,1,0,2,0,6,-1
Shane Battier,19:38,2,4,.500,1,2,.500,0,0,,0,0,0,2,1,0,0,1,5,+1
James Jones,26:32,4,7,.571,3,4,.750,0,0,,0,6,6,1,0,0,0,0,11,-9
Norris Cole,25:45,3,11,.273,0,1,.000,0,1,.000,1,1,2,3,1,0,4,2,6,-22
Terrel Harris,24:26,0,3,.000,0,1,.000,0,0,,1,1,2,2,0,0,0,4,0,-16
Juwan Howard,21:50,2,9,.222,0,0,,2,2,1.000,0,9,9,2,1,0,4,2,6,-7
Joel Anthony,21:08,2,5,.400,0,0,,0,0,,2,2,4,0,0,3,1,1,4,-16
Avery Bradley,29:49,2,10,.200,0,1,.000,4,4,1.000,0,2,2,3,3,0,2,2,8,-1
Brandon Bass,28:24,4,8,.500,0,0,,0,0,,0,8,8,0,2,0,1,0,8,-4
Ryan Hollins,24:51,0,3,.000,0,0,,0,4,.000,0,3,3,0,0,0,1,0,0,-4
Sasha Pavlović,23:21,7,10,.700,2,4,.500,0,0,,0,1,1,2,1,1,0,3,16,+9
Paul Pierce,17:56,4,7,.571,0,2,.000,0,0,,0,2,2,1,0,0,6,0,8,-5
Marquis Daniels,29:39,5,11,.455,0,0,,3,4,.750,1,4,5,4,2,1,0,0,13,+15
E'Twaun Moore,24:28,3,6,.500,1,2,.500,0,0,,0,7,7,1,0,0,1,2,7,+13
JaJuan Johnson,22:42,3,9,.333,0,0,,0,0,,0,3,3,0,1,2,2,1,6,+16
Sean Williams,19:36,1,5,.200,0,0,,3,3,1.000,2,2,4,2,2,2,2,2,5,+16
Keyon Dooling,19:15,3,5,.600,1,3,.333,0,1,.000,1,2,3,2,0,0,0,1,7,+5
Greg Stiemsma,Did Not Dress,,,,,,,,,,,,,,,,,,,
Rajon Rondo,Did Not Dress,,,,,,,,,,,,,,,,,,,
Kevin Garnett,Did Not Dress,,,,,,,,,,,,,,,,,,,
Isaiah Thomas,46:13,3,10,.300,1,4,.250,4,4,1.000,2,3,5,9,2,0,2,2,11,-8
Jason Thompson,40:03,9,11,.818,0,0,,4,6,.667,1,5,6,1,1,1,0,0,22,-5
Tyreke Evans,38:16,8,13,.615,0,1,.000,2,2,1.000,0,4,4,4,1,1,4,3,18,-9
DeMarcus Cousins,35:12,13,22,.591,0,0,,6,9,.667,1,6,7,2,2,1,3,3,32,+2
Travis Outlaw,33:27,7,15,.467,2,6,.333,4,6,.667,1,6,7,1,4,2,0,5,20,-8
Francisco García,16:43,1,4,.250,1,4,.250,0,0,,0,0,0,0,0,1,0,2,3,-3
Chuck Hayes,12:10,1,1,1.000,0,0,,0,0,,1,2,3,0,0,1,2,3,2,-8
Jimmer Fredette,9:00,0,2,.000,0,0,,0,0,,0,1,1,2,0,0,1,1,0,+5
Donté Greene,8:54,1,4,.250,0,1,.000,0,0,,0,1,1,0,0,1,0,1,2,-4
Tyler Honeycutt,0:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Terrence Williams,Did Not Dress,,,,,,,,,,,,,,,,,,,
Hassan Whiteside,Did Not Dress,,,,,,,,,,,,,,,,,,,
Kevin Durant,31:36,7,19,.368,3,6,.500,15,16,.938,0,9,9,1,2,1,3,2,32,+2
Russell Westbrook,27:11,4,13,.308,0,2,.000,5,6,.833,5,3,8,6,2,2,2,2,13,+5
Kendrick Perkins,23:07,4,8,.500,0,0,,2,2,1.000,1,4,5,3,0,0,3,2,10,-1
Serge Ibaka,20:13,2,4,.500,0,0,,0,0,,2,1,3,0,0,1,1,1,4,-2
Thabo Sefolosha,19:20,4,6,.667,2,3,.667,1,1,1.000,0,0,0,1,0,0,1,1,11,-5
Derek Fisher,28:40,4,6,.667,0,1,.000,3,3,1.000,0,1,1,5,1,0,1,1,11,+13
Nick Collison,27:47,3,6,.500,0,0,,0,0,,3,1,4,3,0,3,2,3,6,+10
Daequan Cook,21:16,6,11,.545,4,7,.571,3,4,.750,1,4,5,1,0,0,0,1,19,+3
Royal Ivey,15:57,1,3,.333,0,1,.000,0,0,,0,1,1,2,0,0,0,3,2,+6
Cole Aldrich,15:31,1,2,.500,0,0,,4,4,1.000,0,3,3,0,0,1,1,5,6,+15
Nazr Mohammed,9:22,2,3,.667,0,0,,0,0,,0,4,4,0,0,0,0,3,4,-6
Al-Farouq Aminu,35:36,3,8,.375,0,1,.000,2,3,.667,3,8,11,2,0,1,4,2,8,-3
Marco Belinelli,35:22,9,14,.643,2,2,1.000,3,3,1.000,1,3,4,4,3,0,1,2,23,+5
Lance Thomas,34:23,1,6,.167,0,0,,2,2,1.000,1,3,4,2,0,0,0,0,4,-4
Gustavo Ayón,29:23,6,11,.545,0,0,,1,4,.250,2,5,7,4,1,4,0,3,13,+14
Greivis Vásquez,28:29,4,12,.333,0,2,.000,3,4,.750,2,4,6,7,0,0,2,0,11,+16
Carl Landry,26:01,5,10,.500,0,0,,4,6,.667,4,2,6,0,0,0,1,1,14,+5
Jerome Dyson,25:04,1,5,.200,0,0,,3,4,.750,0,1,1,3,2,0,1,2,5,-8
Darryl Watkins,18:38,2,4,.500,0,0,,0,3,.000,1,3,4,0,2,1,2,5,4,-12
Xavier Henry,7:05,0,1,.000,0,0,,1,2,.500,0,0,0,0,1,0,2,2,1,-3
Jason Smith,Did Not Dress,,,,,,,,,,,,,,,,,,,
Chris Kaman,Not With Team,,,,,,,,,,,,,,,,,,,
Eric Gordon,Did Not Dress,,,,,,,,,,,,,,,,,,,
Trevor Ariza,Not With Team,,,,,,,,,,,,,,,,,,,
Charles Jenkins,41:41,4,16,.250,0,2,.000,2,2,1.000,0,5,5,10,0,0,4,3,10,-12
Jeremy Tyler,39:58,5,17,.294,0,0,,3,5,.600,2,6,8,2,1,0,1,6,13,+6
Mickell Gladness,29:39,3,7,.429,0,0,,1,2,.500,0,3,3,0,0,4,0,1,7,-9
Klay Thompson,27:31,7,12,.583,1,3,.333,1,1,1.000,0,3,3,0,1,0,2,4,16,+7
Richard Jefferson,20:31,3,6,.500,2,4,.500,0,0,,0,2,2,1,1,0,0,0,8,-1
Chris Wright,26:43,2,4,.500,0,0,,1,2,.500,5,2,7,1,0,1,1,2,5,-1
Mikki Moore,19:48,2,5,.400,0,0,,1,1,1.000,0,2,2,1,0,1,2,3,5,-3
Brandon Rush,17:12,6,9,.667,3,4,.750,0,0,,1,3,4,1,1,0,1,0,15,+2
Dominic McGuire,16:57,1,3,.333,0,1,.000,0,0,,1,2,3,2,2,0,2,0,2,+1
